Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
83	5090.009	141.08633	5322.442	4831.915	5603.5312	77.336845	5748.3228	5465.049	1000.0	1000.0	829999	276.643	127.62748	414.86456	-199.29152	276.64288	127.62964	415.36813	-253.79335	1.2659913	4.355338	146.40015	-14.782649	-276.7118	94.1739	21637.781875133514
84	4812.839	766.4876	5256.0024	2442.0164	4644.9023	1386.4357	5632.664	2136.4985	954.36365	838.5	839999	279.01657	128.19505	418.33957	-302.9765	279.01727	128.19983	421.24942	-479.3342	1.3116906	4.310732	93.09191	-15.127338	-279.09235	94.14149	21917.01337814331
85	4814.147	747.3331	5208.1416	2590.6377	5242.2563	634.86676	5637.686	3365.336	954.8	960.8	849999	281.54504	128.76628	419.32068	-321.6993	281.54492	128.76837	418.70032	-357.8859	1.3370628	4.334991	157.6942	-15.639302	-281.6329	95.38146	22188.557854175568
86	4968.7075	377.73816	5265.397	3974.6655	5017.479	1437.5084	5720.299	787.65314	979.9	891.0	859999	284.24188	129.23286	420.56302	-269.73373	284.24176	129.23764	421.1132	-239.69324	1.3551207	4.4045596	138.30106	-14.21212	-284.33453	92.07936	22450.40851712227
87	5109.2617	144.68184	5307.992	4931.604	5430.6196	1245.1927	6037.374	1710.6692	1000.0	930.8	869999	286.75287	129.56615	423.78842	-310.11935	286.75308	129.56908	424.17676	-246.94345	1.4203624	4.3903446	164.48245	-13.051447	-286.8214	92.89574	22712.32731795311
88	4969.227	366.47168	5222.8633	3875.2292	4758.1733	1377.9556	5495.497	647.65735	980.0909	914.5	879999	288.26968	129.43161	424.9209	-295.58768	288.2695	129.42892	426.03195	-235.99342	1.4242054	4.387859	179.08408	-14.4167	-288.3406	91.60355	22980.60732936859
89	4638.442	1382.9764	5375.378	329.57083	5682.161	134.828	5962.465	5426.6304	911.2727	1000.0	889999	290.61575	129.4003	424.2833	-284.97116	290.61563	129.40395	425.91837	-202.2432	1.4561764	4.3909435	189.81822	-14.96003	-290.65955	93.04022	23249.87982416153
90	4462.5854	1100.3447	5340.2964	1726.2585	5405.177	866.3004	5793.644	2814.0034	880.63635	954.0	899999	291.9056	129.83151	430.34882	-244.52316	291.90573	129.8334	426.49557	-245.95238	1.4534186	4.340938	153.68843	-16.11373	-291.93384	93.75338	23568.91573905945
91	4482.9316	1497.4426	5263.0146	32.83775	5761.4937	72.27017	5885.3965	5622.553	880.0	1000.0	909999	293.6322	129.54805	434.84695	-315.04892	293.6324	129.54881	427.06622	-299.69333	1.4747189	4.3268223	103.10515	-16.14854	-293.66025	95.484825	23900.26123189926
92	5130.126	102.00749	5320.842	4923.7607	4763.5747	1773.2759	5712.674	132.52132	1000.0	857.0	919999	294.95932	130.15253	432.42316	-205.81775	294.95923	130.1582	431.7719	-224.43617	1.5308812	4.3446584	141.6898	-13.802918	-294.9804	96.035866	24174.346294641495
93	4926.4106	705.3888	5380.67	2839.8381	5750.208	83.66042	5921.1777	5634.088	1000.0	1000.0	929999	296.21823	130.73378	433.5415	-291.82336	296.21832	130.73383	432.8931	-304.65802	1.5411941	4.316524	88.47415	-14.823997	-296.2507	96.40561	24448.67018008232
94	5114.1885	450.19357	5509.755	3748.018	5742.1387	106.38118	5875.85	5557.0986	977.8182	1000.0	939999	298.62805	130.37158	430.99615	-241.87418	298.62842	130.37463	431.35666	-199.61455	1.5081608	4.327162	107.5353	-14.852165	-298.66022	94.22123	24753.84874677658
95	4913.211	899.6986	5354.4243	2241.7983	5748.55	188.01378	6177.689	5448.0176	946.6	1000.0	949999	300.5846	130.60722	442.8304	-222.42404	300.58444	130.61235	434.83945	-481.3934	1.5232052	4.31402	117.410095	-14.8105545	-300.5785	91.288284	25067.91645526886
96	4851.149	1448.8333	5453.4326	277.51816	5664.8955	87.58346	5863.5415	5585.615	916.36365	1000.0	959999	302.2445	130.48117	435.3275	-307.30804	302.24435	130.48096	435.92474	-378.85645	1.5742464	4.3485026	139.0446	-14.204071	-302.2468	93.94578	25348.505108594894
97	4474.691	1467.9384	5370.906	249.11095	5743.992	156.82034	5964.2954	5479.0356	865.0909	1000.0	969999	303.37125	130.7857	434.99158	-234.20992	303.37158	130.78638	436.98972	-297.79495	1.5956084	4.3264823	111.57912	-17.677181	-303.3576	94.11539	25623.715049028397
98	5173.727	173.39635	5436.5107	4798.4185	5747.8	91.90251	5907.1987	5603.6753	1000.0	1000.0	979999	305.01392	131.16788	440.01453	-213.3616	305.01437	131.16641	441.25815	-237.51074	1.6136271	4.329297	160.84572	-14.162725	-305.00946	91.694984	25892.0908536911
99	4771.168	1482.6993	5638.351	349.32596	5758.3677	99.773834	5877.6187	5529.8687	1000.0	1000.0	989999	306.8164	131.41776	441.0661	-186.7879	306.81613	131.42352	438.40582	-275.28256	1.6628218	4.3644004	125.65629	-14.090237	-306.79166	95.30977	26160.59873318672
100	5246.377	117.13011	5439.953	5048.5684	5848.0747	90.57014	5966.0117	5653.763	1000.0	1000.0	999999	308.34622	131.52109	446.41846	-280.4217	308.34607	131.52304	442.30515	-258.37378	1.6593156	4.3694434	132.5649	-14.723388	-308.3127	93.90845	26457.016622543335
101	5282.347	150.29646	5614.657	5046.868	5288.7837	1172.9711	5951.4243	1783.6959	1000.0	933.7	1009999	310.58948	131.53288	445.06747	-311.4952	310.589	131.53575	445.1945	-235.50726	1.6754673	4.33059	102.44679	-16.402534	-310.527	94.04713	26783.919952392578
102	4862.037	1267.571	5556.865	893.1627	5660.328	517.2347	6050.8306	4198.9014	925.7273	972.6	1019999	314.0352	130.689	443.03336	-214.55966	314.03497	130.68813	443.7738	-203.12955	1.6088465	4.3264775	113.24201	-14.325621	-313.94595	87.827225	27113.274424791336
103	5240.9946	108.95878	5421.397	5048.056	5386.9404	1124.7162	6022.4385	2042.5962	1000.0	939.2	1029999	317.38712	129.15164	445.9928	-265.98865	317.38666	129.15413	445.9403	-308.03836	1.6694627	4.304434	123.56084	-14.632324	-317.2672	90.34145	27444.855542182922
104	5045.346	598.9884	5475.854	3322.0806	5353.881	135.56429	5577.5747	5038.3345	989.5	1000.0	1039999	320.70215	128.29803	445.7329	-220.50931	320.7013	128.30312	446.67905	-423.57208	1.8207191	4.3153157	138.059	-14.874963	-320.5637	92.585625	27760.029101133347
105	5172.018	241.91742	5424.1963	4521.819	5520.88	149.83313	5907.0435	5377.87	986.4545	1000.0	1049999	324.1036	127.195526	446.58664	-364.71155	324.10345	127.198296	447.29922	-310.7753	1.8352791	4.2776976	92.641884	-15.327066	-323.94165	90.12324	28072.60356235504
106	4343.649	1577.0785	5465.716	551.7257	5214.9688	1465.5599	5906.9014	851.131	827.0	916.2	1059999	327.8245	125.520515	449.4952	-227.01506	327.82468	125.52365	449.68713	-220.99522	1.8414605	4.232315	95.64024	-15.491352	-327.6403	92.93913	28352.493735551834
107	4556.608	1290.9841	5397.718	1401.0155	4982.2627	1427.0044	5991.4893	1893.4197	872.0	853.2	1069999	331.11578	123.62872	448.55893	-240.30124	331.11548	123.632835	448.6222	-260.08545	1.8724855	4.22663	113.152306	-14.309894	-330.89145	91.137764	28629.741960048676
108	4651.6685	1618.7499	5496.0273	185.13219	5287.0127	1417.2072	5972.315	1058.5948	872.8333	921.2	1079999	333.6088	122.79376	448.47946	-374.13013	333.60803	122.79678	450.85574	-270.74695	1.8990253	4.21265	105.81096	-16.15394	-333.39597	92.43124	28946.305027246475
109	4841.9756	1198.1854	5461.22	1273.7601	5747.033	100.80654	5835.957	5513.186	924.2	1000.0	1089999	336.86453	121.27422	451.50842	-211.73648	336.86447	121.2749	452.61917	-215.0133	1.9542581	4.2364087	138.02396	-15.397245	-336.60248	93.85859	29277.600720882416
110	4767.3813	1501.201	5514.752	91.82397	5564.2764	722.22974	6008.783	3445.1113	900.8182	961.6	1099999	339.88416	119.460915	451.5105	-240.03961	339.88324	119.466545	451.73312	-233.99843	1.9561526	4.189346	105.30398	-20.257359	-339.61926	91.4701	29553.54963684082
111	5190.478	395.2323	5482.295	4000.721	5714.196	119.51343	5854.6396	5493.2285	976.2727	1000.0	1109999	343.3671	117.00927	449.49863	-210.01956	343.36734	117.01028	451.70496	-191.54439	2.0788522	4.156022	138.53986	-14.82119	-343.0761	91.30205	29823.574115753174
112	4448.874	1732.5696	5548.7563	267.60648	5884.9546	104.35991	6043.708	5720.7993	849.4545	1000.0	1119999	347.15567	115.42291	453.05865	-258.71463	347.1555	115.424706	452.83475	-194.71863	2.0744886	4.155695	120.12378	-17.124477	-346.83636	91.24579	30096.537434339523
113	4860.267	1056.8688	5528.4663	2602.9507	5819.12	141.17485	6096.5825	5656.551	905.4545	1000.0	1129999	350.28647	113.42466	451.66174	-220.12695	350.28552	113.42954	454.92398	-283.93625	2.0872726	4.0911956	96.75653	-13.840115	-349.96082	91.453964	30372.337468385696
114	5228.5425	475.38516	5508.7314	3748.447	5802.4287	111.12638	6004.967	5618.902	976.8182	1000.0	1139999	354.13632	111.09923	452.58063	-227.39688	354.1361	111.099174	455.0027	-227.92906	2.1689339	4.043078	123.87326	-16.427467	-353.79636	92.46946	30673.018775701523
115	5187.618	523.77405	5559.222	3704.3206	5581.033	1018.1495	6057.569	2541.21	974.1	947.5	1149999	358.23547	108.78965	457.36835	-194.18048	358.2351	108.796646	457.9887	-245.78351	2.2202291	4.0093293	131.01468	-13.730694	-357.8857	94.24227	30996.451839208603
116	5245.1875	439.566	5497.55	3941.1558	5429.047	992.71906	6110.6978	2899.0037	974.0	972.1	1159999	361.84122	106.61366	459.19635	-264.43628	361.84125	106.614655	469.10968	-216.09883	2.250621	3.9975882	121.3138	-13.408194	-361.4774	93.02019	31294.970922470093
117	5114.711	644.93396	5637.825	3336.8547	5695.8467	727.3525	6111.684	3547.6606	949.4545	957.9	1169999	364.4957	105.095505	456.93713	-524.2469	364.49557	105.097084	456.3105	-285.2569	2.342102	3.947455	129.54735	-16.502598	-364.10904	94.09474	31579.370029211044
118	3860.598	2120.3894	5687.9365	218.25955	4053.5085	2179.3489	5845.999	192.96375	757.6923	708.6	1179999	367.00702	103.17596	460.28226	-345.22775	367.0061	103.179665	462.2073	-225.10783	2.3189676	3.9496386	94.65017	-14.684614	-366.6031	91.86399	31860.20738387108
119	4923.1035	1115.2812	5666.1685	2129.8796	5527.314	966.75024	5984.6787	2654.8018	911.2727	937.5	1189999	370.1335	100.741005	459.3953	-315.42395	370.13312	100.741196	458.5921	-313.33914	2.3371475	3.9077468	104.34458	-14.432053	-369.72092	93.00496	32142.908814907074
120	5161.9233	660.83325	5489.7397	3210.2346	6001.3804	148.62814	6256.8706	5779.2993	948.3	1000.0	1199999	373.32205	99.05548	463.30032	-221.50317	373.3216	99.05907	460.68796	-192.75134	2.369299	3.910598	131.26057	-16.518538	-372.88553	89.171684	32423.535638809204
121	4890.9614	1498.4509	5476.474	159.61174	5875.2544	112.82677	6083.344	5684.0894	913.2727	1000.0	1209999	376.04086	97.77032	459.97406	-282.8536	376.04065	97.77287	463.897	-303.79153	2.4156816	3.9189954	139.50647	-15.771668	-375.5887	94.921814	32704.894084453583
122	5470.0083	123.01373	5659.6885	5291.607	5945.968	131.27086	6271.277	5775.344	1000.0	1000.0	1219999	378.43402	96.33352	467.3234	-229.05266	378.43384	96.33588	462.74554	-306.6715	2.4520917	3.8855367	162.26517	-19.053806	-377.9577	95.64683	33001.509528160095
123	5484.837	115.08782	5624.878	5273.726	5505.4277	185.19458	5838.227	5199.5093	1000.0	1000.0	1229999	381.14337	94.848175	462.75745	-254.81767	381.14273	94.85794	464.90652	-261.10944	2.4673142	3.8769796	184.39047	-18.145582	-380.6501	91.7615	33347.08807229996
124	5063.521	987.7794	5508.0	1960.2023	4970.7793	1998.583	6076.489	244.02174	944.1818	838.0	1239999	384.94772	91.83083	463.4149	-230.09734	384.94742	91.83066	467.08444	-304.63712	2.4563167	3.887244	126.58316	-13.8925495	-384.4529	91.61967	33657.584644556046
125	4652.387	1755.6624	5601.6006	902.0637	5427.5264	1379.2318	6111.1304	1346.7006	853.1818	986.2	1249999	387.49658	89.69449	466.6775	-201.50716	387.4965	89.697685	467.08295	-462.62598	2.4394267	3.8437824	96.385544	-15.676176	-386.9927	86.311676	33942.50294184685
126	5455.0083	119.71117	5669.279	5192.6685	5963.431	164.3179	6152.646	5633.5337	1000.0	1000.0	1259999	390.4373	88.538765	467.90262	-306.50446	390.4375	88.540764	468.8372	-263.1716	2.4682496	3.8679988	109.0052	-13.367834	-389.91187	89.37635	34230.112983465195
127	5075.4307	1149.8397	5589.8096	1452.0281	5598.429	1237.8792	6253.3545	1904.4847	933.0909	1000.0	1269999	392.50995	86.94212	466.91858	-293.58963	392.50922	86.94858	472.5291	-334.6663	2.5243707	3.8430233	90.88224	-14.458157	-391.9672	92.24935	34524.34423971176
128	5425.3354	121.596664	5588.8774	5210.859	6176.416	117.54631	6376.77	6014.8643	1000.0	1000.0	1279999	395.33774	84.30619	466.94757	-276.71713	395.3374	84.31149	469.90155	-393.61087	2.4613528	3.8055236	101.08829	-15.006909	-394.79263	94.28168	34839.3389313221
129	5049.8403	935.6415	5738.099	2309.5122	5880.567	92.49786	6048.671	5780.245	926.8182	1000.0	1289999	397.02234	83.21801	469.75607	-315.8213	397.022	83.22294	472.7179	-240.49207	2.4664767	3.807868	103.48682	-17.33028	-396.43756	88.528534	35189.17989253998
130	5483.274	133.66994	5732.4224	5305.9556	5836.9575	132.53545	6026.655	5576.9814	1000.0	1000.0	1299999	399.03223	82.72265	470.55475	-247.04036	399.0314	82.72064	473.9433	-372.9532	2.4658217	3.8532555	99.9305	-15.25928	-398.4499	85.73675	35525.071845293045
131	4942.9927	1253.6921	5664.291	1253.0028	5745.3413	1360.8368	6461.5825	1676.8267	909.4545	926.8	1309999	401.97717	81.26944	470.7722	-403.08063	401.97696	81.26865	477.34357	-355.45172	2.413416	3.8178566	95.32829	-16.840052	-401.41174	81.60796	35855.38263630867
132	5025.824	1241.0205	5627.133	1319.1343	6003.044	129.29323	6197.477	5713.4834	1000.0	1000.0	1319999	403.99985	80.99661	472.7522	-409.8576	403.999	80.99922	474.72913	-367.87714	2.4382195	3.7901428	111.01509	-15.735866	-403.4245	83.45601	36148.460794210434
133	4610.9233	2007.8928	5691.427	102.036415	6078.7485	83.18471	6279.066	5983.016	839.9167	1000.0	1329999	406.08972	80.67004	476.6954	-259.26477	406.0894	80.66855	476.96225	-225.16336	2.3913486	3.7873778	83.0924	-17.471882	-405.49472	78.81497	36435.86098098755
134	5370.52	400.78873	5667.1646	4200.7046	5485.5884	1323.8774	6142.304	1535.5671	977.5	927.9	1339999	407.2714	80.82739	476.73294	-307.7008	407.27097	80.83203	475.7734	-369.39017	2.3819823	3.803394	73.99501	-15.958225	-406.64615	84.18443	36724.486921310425
135	4919.6553	1518.903	5733.6367	340.93903	5122.258	1894.935	6117.7944	55.1656	894.0	902.2	1349999	408.9	81.13378	477.9726	-397.38464	408.8994	81.13391	479.9626	-292.8371	2.3917065	3.7891786	85.280106	-17.174465	-408.28146	79.87209	37017.41677951813
136	4856.098	1419.1896	5717.431	1780.4802	6128.152	119.88604	6321.6797	5977.1797	942.0	1000.0	1359999	411.16553	79.88786	475.7673	-318.14136	411.16544	79.88939	478.34656	-324.12872	2.364882	3.788676	98.260956	-13.902193	-410.5264	78.70482	37348.724448919296
137	5534.702	140.85428	5745.211	5248.7793	5873.5117	81.820435	5958.9727	5668.774	996.3	1000.0	1369999	412.81427	79.291435	480.90195	-291.57812	412.81335	79.302216	480.0259	-245.93439	2.421508	3.8018641	93.04289	-15.720019	-412.1788	81.38355	37704.08761239052
138	5514.785	300.16788	5749.212	4705.074	5711.0615	895.9684	6125.351	3034.147	988.0	1000.0	1379999	415.02472	78.37159	483.89194	-230.74022	415.02423	78.37735	479.07892	-235.51582	2.4011123	3.7931333	61.725212	-15.354821	-414.4116	76.46996	38004.090527296066
139	4823.419	1409.7452	5881.024	1528.9816	5786.543	1176.8442	6323.606	2261.6807	928.9091	938.0	1389999	416.82364	79.689705	496.3329	-258.2609	416.8234	79.69099	482.63284	-173.48465	2.3607879	3.825612	68.317986	-18.468561	-416.18845	77.23954	38301.05201077461
140	4840.246	1833.6138	5798.846	34.098614	5914.5024	487.12634	6189.891	4477.3457	860.75	977.2	1399999	417.54562	80.667076	483.73877	-234.26122	417.5455	80.671364	488.5283	-425.6132	2.402226	3.7841294	120.69203	-14.002818	-416.88565	80.36989	38591.414135694504
141	3950.1155	1972.9757	5879.0996	152.92108	5732.961	1343.7217	6340.8843	1713.8527	710.3571	928.6	1409999	419.24347	80.37474	485.56247	-261.7235	419.2429	80.375206	486.68695	-281.6432	2.3751085	3.8179698	138.83359	-16.794617	-418.61575	78.82887	38881.56853270531
142	4683.068	1945.9783	5814.8604	286.81418	6208.572	74.514114	6297.6763	6035.17	844.0833	1000.0	1419999	421.02237	80.1642	484.7603	-344.3768	421.02258	80.17187	487.00726	-256.16803	2.363527	3.817233	92.801926	-14.985664	-420.3695	79.704926	39214.02820110321
143	4465.132	1828.018	5665.3403	652.6097	5829.112	42.108147	5903.278	5769.1167	818.8182	1000.0	1429999	422.01126	80.88879	490.1301	-348.43344	422.01144	80.885864	494.70697	-241.363	2.3787327	3.8522933	100.118774	-14.417008	-421.3521	81.39031	39544.228232860565
144	5187.4556	1106.3029	6018.516	1774.4653	6235.27	105.92611	6420.873	5998.31	938.36365	1000.0	1439999	423.25598	79.35431	486.34088	-177.69337	423.25616	79.350685	488.22046	-292.74274	2.3675706	3.8470237	110.00278	-15.913824	-422.59274	77.953026	39834.05569577217
145	5638.309	127.29843	5853.6787	5460.3467	5632.6846	1286.6646	6159.981	1780.876	1000.0	928.8	1449999	426.09766	76.29586	489.21082	-220.55185	426.0981	76.29972	490.35962	-174.80533	2.4329002	3.8612452	74.32135	-15.201366	-425.47296	75.9789	40128.11995887756
146	5523.4995	112.43371	5667.8794	5250.782	5696.628	1447.2903	6323.3516	1366.408	1000.0	1000.0	1459999	429.67502	71.54167	503.00235	-259.04825	429.6754	71.536224	507.2925	-348.57092	2.4602609	3.9697669	71.96681	-15.194187	-429.0503	74.47975	40498.95270752907
147	5537.8115	123.74373	5743.75	5396.22	6240.0005	94.73249	6443.2256	6062.258	1000.0	1000.0	1469999	431.42032	71.53924	513.8073	-212.4234	431.42166	71.53063	502.2012	-280.00708	2.384943	3.9483273	69.81682	-13.991915	-430.7709	75.68804	40865.05858182907
148	5479.7607	169.69026	5675.0205	5162.686	5411.1616	1628.1401	6413.4995	1629.6415	997.0	876.1	1479999	431.5112	72.73359	569.4772	-484.02356	431.51166	72.717	581.36597	-280.42703	2.316829	3.908586	67.08009	-14.598759	-430.8313	79.448715	41218.505720853806
149	5576.8384	130.56023	5822.0913	5434.7754	6203.3228	88.16594	6361.3564	6068.114	1000.0	1000.0	1489999	432.0595	74.3992	585.8303	-422.4563	432.0598	74.39828	580.3609	-250.29176	2.2142918	3.8983238	89.365555	-15.833316	-431.3887	74.087234	41530.610303640366
150	5317.9297	859.2122	5862.316	2758.91	6167.812	349.4092	6478.1934	5223.5166	1000.0	985.2	1499999	433.63907	74.82949	579.3144	-336.6332	433.6389	74.82936	573.07306	-250.5435	2.267744	3.79496	69.01223	-15.778564	-432.9471	74.26065	41832.43492460251
151	5637.657	140.21802	5910.75	5367.113	5422.0347	1536.4825	6230.3584	1204.8158	1000.0	889.7	1509999	435.78043	73.69358	531.04236	-334.08392	435.7799	73.691124	536.06305	-482.2181	2.2702103	3.7511353	107.34805	-15.633984	-435.0843	74.355736	42125.86138486862
152	5166.4175	981.1639	5750.752	2333.6611	5944.6196	582.76416	6264.174	4216.6685	949.9091	970.3	1519999	438.6646	69.92304	590.15607	-296.56912	438.66458	69.921074	597.42065	-250.40704	2.266841	3.7564201	94.84068	-13.566826	-437.95694	73.64546	42421.93644165993
153	4752.705	1619.9437	5819.422	341.93005	5863.9907	117.40224	6033.108	5706.643	850.5455	1000.0	1529999	440.24252	66.96069	920.453	-266.3835	440.24326	66.94699	899.24207	-245.35321	2.3066754	3.7650855	106.89938	-15.527132	-439.5682	76.52188	42724.98903417587
154	-523.67706	2382.5525	5684.069	-2051.0293	-1095.6055	336.25607	-466.7362	-1400.4943	1000.0	1000.0	1539999	699.1859	199.35002	1455.6321	-197.07349	699.19214	199.33475	1476.5822	-262.8756	8.478074	7.0421686	133.32285	-12.951193	-710.9356	470.04785	43030.461399793625
155	-1545.7765	617.5381	-724.2628	-2781.2124	-2068.108	1015.30206	-35.518173	-2725.9233	984.0	803.9	1549999	892.94324	152.99536	4464.297	-353.1354	892.94934	153.00609	4449.9824	-384.44812	8.086588	9.013281	122.47302	-13.814476	-904.2524	608.0575	43333.04162144661
156	-567.3036	942.40936	-8.751482	-2780.917	-1632.1539	1076.3508	-25.62727	-2594.502	232.9762	708.9	1559999	2290.1904	793.70825	10870.835	48.591026	2290.207	793.7369	10874.914	3.4186049	20.386656	10.94821	153.77145	-9.602222	-2347.5088	6512.494	43636.51954269409
157	-1391.8761	1014.3644	-90.48369	-2500.723	-821.60876	781.88684	-19.445602	-2099.4841	636.86664	537.5	1569999	3630.976	976.9031	12138.687	-591.30786	3630.9736	976.9717	12066.183	-777.89923	18.961763	8.111669	168.04701	-8.610529	-3680.322	8907.892	43930.27764439583
158	-1535.8771	590.15497	-89.91615	-2310.7422	-1498.004	742.75055	-32.154385	-2554.635	912.63635	902.7	1579999	3845.0205	926.1537	12747.148	-1140.8528	3845.019	926.2083	12402.075	-1101.7137	15.071016	6.0149074	150.55011	-10.836951	-3873.9429	6616.811	44229.058691740036
159	-1171.8354	644.1832	-32.861385	-2146.9353	-975.4865	676.5027	15.538109	-2053.1575	840.75	807.2	1589999	3594.6128	749.057	11874.474	-2492.439	3594.6033	749.0739	11725.758	-2025.4669	15.124309	6.124115	135.28886	-9.483639	-3621.8845	5229.9146	44568.13711690903
160	-772.0766	555.59546	-4.0685916	-1848.6686	-1103.4875	430.30865	-14.404279	-1507.286	743.5	905.0	1599999	3193.9792	545.3434	10096.269	-1189.758	3193.973	545.3102	9929.539	-1353.1315	12.774732	5.690349	193.36394	-10.6657915	-3210.683	3282.4036	44923.15965151787
161	-779.2142	503.10162	-0.07245617	-1718.8102	-928.48376	323.06192	-81.95102	-1203.6385	810.0	1000.0	1609999	2519.2683	400.9437	6333.051	-2364.752	2519.2644	400.8597	6362.8945	-1778.2156	9.086728	5.4828043	162.55807	-15.035778	-2525.992	1972.757	45271.764023303986
162	-743.91785	335.40433	-329.366	-1264.7212	-430.69052	328.57126	-53.621162	-876.58826	968.6	1000.0	1619999	2000.6708	222.36119	4260.5283	-2621.079	2000.6702	222.29965	4246.485	-1581.1066	9.896276	6.1224794	167.48654	-13.63762	-2010.2754	1583.5736	45604.98001217842
163	108.75736	654.21716	1295.3868	-953.8377	532.41003	606.02637	1257.7916	-848.683	847.9167	723.0	1629999	1588.599	196.52582	2955.9856	-1589.5138	1588.6017	196.44873	2945.5566	-1219.0272	5.4497557	4.791464	107.575264	-16.411705	-1589.9508	790.9603	45903.77786540985
164	690.7792	693.885	2409.781	-12.806598	2466.0208	1457.9021	3794.1328	-539.1428	517.9474	1000.0	1639999	1157.559	128.55739	1924.5854	-2690.7808	1157.5577	128.50648	1919.3527	-1928.9039	3.7439044	4.2480307	121.07323	-15.891593	-1157.8287	409.1953	46205.63679099083
165	610.18695	1006.09705	2597.77	-1184.4415	1322.7021	1616.748	4118.2305	-792.21967	720.8571	638.1	1649999	871.87354	92.89211	1292.6361	-951.5429	871.8766	92.89421	1296.9281	-936.83905	3.4313898	4.181963	127.034775	-15.198012	-871.6576	263.10275	46501.86547636986
166	1457.4578	1810.6959	3780.0205	-1572.4218	2162.2068	1573.4751	4072.7346	-970.8732	815.7692	846.4	1659999	691.8776	78.763565	1055.1696	-743.6579	691.8787	78.76625	987.9212	-847.10474	3.3821785	4.0137963	127.29955	-16.527283	-691.5882	218.63757	46815.349907398224
167	2120.7087	1618.9241	3923.062	-143.89502	3723.6582	1514.9719	4751.5146	15.995994	829.8333	838.4	1669999	579.54285	78.21828	808.02905	-839.17633	579.54553	78.244995	811.6314	-775.42645	3.192645	3.833959	95.29167	-17.120184	-579.1364	189.55913	47162.86536073685
168	2441.3381	1693.0784	4619.7407	-519.56866	4531.099	1194.5404	5137.2896	997.1437	674.3333	1000.0	1679999	506.55487	86.61553	610.9216	-513.7985	506.5568	86.61843	822.40643	-506.97662	3.038317	3.7072477	83.36497	-16.529736	-506.0529	155.92476	47517.161833524704
169	3235.4766	1852.4459	4720.076	-400.37793	4581.3857	1143.0447	5441.435	1928.475	896.7273	916.0	1689999	461.51123	96.83783	559.85175	-457.27216	461.51202	96.85391	558.5782	-739.52374	2.922175	3.744749	149.60306	-15.080563	-461.0103	145.74129	47878.87322974205
170	3445.405	1745.5721	4814.2764	375.88278	4373.922	1784.6589	5659.554	255.24445	818.5833	897.3	1699999	433.92014	106.50105	530.9728	-435.11786	433.92206	106.50412	528.9436	-616.54047	2.853512	3.6123672	101.88561	-15.428389	-433.40936	141.1767	48249.35351538658
171	3409.3203	1849.1399	4916.5767	277.6268	4944.9414	1685.4861	5805.523	47.15712	847.75	882.2	1709999	416.5298	112.60449	509.4304	-339.9677	416.53085	112.59744	522.44354	-325.123	2.700069	3.6582286	40.87645	-15.85408	-416.0634	129.20062	48601.82479047775
172	3793.455	1527.4723	5180.442	74.939575	3753.032	2035.4763	5518.8105	84.06893	806.1667	710.2	1719999	408.55908	114.30082	499.45468	-341.01578	408.55997	114.30082	506.7166	-347.51657	2.630408	3.6543484	68.11482	-14.354044	-408.1329	127.497	48907.834268569946
173	4158.256	1204.4792	5072.7314	1307.5027	4546.464	1380.2705	5369.6377	779.5365	864.1667	907.5	1729999	407.70566	112.07953	495.17435	-442.62744	407.70605	112.07966	674.4344	-470.45145	2.4993825	3.6939254	79.891945	-19.660229	-407.2796	116.57625	49215.856459379196
174	3837.739	1817.8193	5309.3003	-0.13830979	4746.0347	2052.905	6005.359	48.9314	762.0	824.9	1739999	407.2004	109.73458	500.26456	-435.63364	407.2003	109.73793	488.98727	-450.807	2.5582335	3.7360737	85.317635	-15.696396	-406.7667	116.97666	49523.25845217705
175	4427.0347	1294.4878	5307.4517	1680.7495	5731.2188	162.91734	5962.882	5507.9067	935.8182	1000.0	1749999	406.10184	111.66778	489.94116	-389.97885	406.10272	111.67415	489.00314	-321.73734	2.5642715	3.7092228	60.006214	-15.8998165	-405.6529	114.63563	49837.64050412178
176	3581.9504	1574.8119	5185.698	393.48422	2590.692	1878.1748	5728.0825	410.8722	796.9231	752.7	1759999	405.25055	112.818596	486.0255	-639.683	405.25052	112.825294	487.61795	-608.59204	2.4914136	3.7223651	74.33826	-15.140419	-404.8163	109.02494	50157.67497134209
177	4740.625	1449.3542	5508.33	191.67291	5594.4	703.9367	5972.152	3507.2751	914.5455	964.5	1769999	404.67828	114.02226	487.12924	-262.60632	404.6783	114.02162	496.92322	-278.5901	2.487276	3.720379	110.3253	-15.24099	-404.27637	109.5104	50484.561113357544
178	4364.344	1835.764	5413.1094	49.587524	5110.2534	1667.7213	6069.746	181.90923	844.0833	892.5	1779999	405.86658	112.17499	493.56412	-266.78314	405.8664	112.17357	497.68408	-292.71533	2.5598197	3.7656205	82.94206	-16.169647	-405.47385	107.73992	50818.69276022911
