Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
179	4990.636	551.5297	5534.078	3584.7942	5458.5664	1232.7351	6001.954	1788.367	954.4	932.5	1789999	406.598	111.70099	489.49792	-215.62485	406.5984	111.7065	490.0435	-238.6241	2.533657	3.7725723	143.82072	-16.476217	-406.17743	101.483025	51178.75449037552
180	4924.7275	944.05286	5401.216	2217.9958	5995.4976	85.62794	6198.873	5896.3193	982.9	1000.0	1799999	406.17	112.94714	489.14944	-474.49902	406.16974	112.94858	499.95743	-348.0894	2.5156314	3.7862003	79.22152	-14.828327	-405.7581	103.67193	51552.009276390076
181	4929.7515	1284.5819	5565.8506	1090.8105	5422.0166	1123.648	6103.8203	2089.073	1000.0	939.1	1809999	406.68698	113.32742	491.70856	-408.74814	406.6868	113.32578	491.0614	-213.26631	2.531189	3.7600503	121.95613	-14.465832	-406.2561	103.273834	51910.81113290787
182	5286.9277	136.74269	5371.6978	4894.27	4847.622	1738.954	5967.279	1248.0917	1000.0	922.2	1819999	406.39923	114.33441	488.81998	-253.63414	406.3994	114.33755	504.41013	-318.71237	2.5497332	3.7253354	83.85783	-14.482506	-406.0073	100.197975	52282.27000927925
183	4539.488	1913.323	5821.32	151.19897	5720.0366	1377.7865	6388.964	1603.4526	846.5	926.5	1829999	407.80936	114.3832	491.31046	-283.45816	407.80902	114.386826	491.00702	-227.78108	2.5872636	3.7753644	93.38332	-13.860867	-407.4287	98.81234	52669.93485236168
184	5052.861	922.44965	5518.8965	2295.846	5255.5244	1530.1597	5942.9526	703.8004	1000.0	905.4	1839999	408.95215	113.83322	494.8968	-525.7425	408.95184	113.83511	493.03766	-368.13043	2.6754086	3.8029263	75.774155	-15.15651	-408.56097	102.84596	53060.22499871254
185	4582.6196	1493.6708	5494.3413	319.34705	5428.2085	1582.531	6154.2046	722.95953	861.5	915.7	1849999	408.73053	115.41759	499.82315	-274.4253	408.73056	115.419624	493.0428	-256.53683	2.685628	3.8489609	86.93946	-14.341463	-408.3457	105.39356	53417.94433116913
186	4601.2026	1621.0045	5639.563	698.5	4914.698	1885.6256	6274.8433	1053.185	942.7	872.3	1859999	409.82446	115.52282	495.4545	-370.7237	409.825	115.52639	494.63605	-306.65628	2.5834572	3.8472881	79.35331	-13.964518	-409.43823	98.38777	53729.66203999519
187	5099.5684	733.81323	5706.095	3207.9443	4897.496	1892.7313	6184.2036	506.8708	939.1818	817.7	1869999	409.95776	115.76532	494.2483	-393.46597	409.95697	115.76837	497.38455	-466.69034	2.631424	3.8116987	98.97346	-17.182684	-409.5457	105.89662	54060.162306308746
188	5445.347	170.82408	5780.9883	5173.1978	5238.8877	1748.3015	6012.9644	7.071407	1000.0	897.2	1879999	410.36896	114.70661	499.20605	-267.13736	410.3696	114.706024	502.80383	-207.4328	2.6132135	3.8426154	87.03601	-14.878597	-409.99423	94.50808	54424.79904913902
189	4524.391	1526.4785	5588.282	1578.4982	5759.4346	1084.5896	6461.482	2539.1755	885.8182	942.7	1889999	410.9011	114.61953	496.78595	-539.31213	410.90192	114.61912	503.0255	-315.51218	2.6593099	3.8439028	83.189606	-13.581745	-410.54236	100.444	54751.47990679741
190	4767.2573	1424.7434	5638.0396	985.4449	5856.3115	149.22336	6014.676	5468.5474	886.5833	1000.0	1899999	411.34344	114.012436	510.83017	-277.54227	411.3431	114.0135	502.4274	-336.39615	2.6511738	3.8859587	133.41112	-17.159855	-410.93094	100.580414	55068.22564744949
191	4919.3525	1438.3458	5612.4536	630.95966	5879.9233	73.67238	6008.9326	5772.8936	912.6	1000.0	1909999	411.16965	114.75832	496.64053	-350.98633	411.16953	114.75743	497.73126	-418.24374	2.570101	3.8437262	95.049675	-19.799961	-410.77744	102.83692	55376.56609630585
192	5032.7305	1357.5925	5653.4688	746.87805	5938.6406	451.0552	6187.2314	4596.2935	922.8182	974.9	1919999	411.63116	114.94153	495.96207	-315.80325	411.63058	114.94798	495.76132	-325.44836	2.5564017	3.8344424	92.47499	-14.832594	-411.254	94.73909	55687.12910461426
193	5515.3564	139.6105	5745.5127	5214.237	5648.7124	1194.0367	6118.627	2071.8032	1000.0	1000.0	1929999	412.8171	114.41462	501.0665	-404.3929	412.81793	114.421646	497.16357	-323.71533	2.6361804	3.8421636	107.4363	-14.754461	-412.4454	101.87083	55998.48634457588
194	4998.9595	1482.3585	5585.8896	320.64053	5786.3193	907.26514	6306.815	3098.183	917.0	951.6	1939999	412.9797	114.28943	498.83527	-393.1881	412.97934	114.291	499.53574	-249.47314	2.6628163	3.889246	81.86368	-17.321518	-412.6096	103.05182	56311.05258965492
195	5247.3184	840.6681	5609.99	2597.0002	5858.724	929.1043	6333.8945	3104.314	952.2727	951.9	1949999	413.7796	113.603264	496.81638	-337.76105	413.7794	113.60578	498.89575	-266.48492	2.5925949	3.8620791	93.35467	-15.447407	-413.4063	95.69649	56630.72106337547
196	4351.811	1568.8602	5697.831	773.56775	4811.7603	1895.1167	5904.849	909.0026	799.25	921.2	1959999	414.7049	112.92683	501.29468	-252.07408	414.70477	112.93081	500.75217	-272.8545	2.6465957	3.9822862	82.937225	-16.867859	-414.34665	95.759	56950.20913410187
197	4245.6724	1698.7418	5713.8755	1237.0835	4716.4697	2106.4333	6143.479	161.846	770.9231	793.5	1969999	414.8787	112.53279	501.38086	-318.1897	414.87872	112.529655	500.22644	-274.676	2.6435668	3.9347434	84.7455	-15.770935	-414.50684	100.784836	57262.69507956505
198	5237.2227	938.0804	5766.4424	2303.8564	5742.0635	1102.2837	6209.693	2442.288	948.7273	937.0	1979999	415.1686	111.852806	499.50327	-320.1249	415.1691	111.85437	499.26797	-268.06522	2.667425	3.9603472	85.152306	-15.947163	-414.81183	97.8186	57578.04587435722
199	5263.213	435.36813	5667.437	4331.2095	6116.7705	100.63585	6278.43	5950.958	976.2	1000.0	1989999	415.50848	110.29168	513.31573	-336.54587	415.50867	110.295685	536.2206	-261.25946	2.6581457	4.027573	108.320145	-19.892036	-415.1266	98.14852	57896.10305595398
200	4738.5317	939.2644	5541.909	2783.946	5854.526	895.63074	6434.446	4061.1086	964.1	965.7	1999999	414.5194	110.77186	503.7201	-271.74905	414.51984	110.772545	500.09943	-276.76273	2.7071884	3.980571	76.56763	-14.950132	-414.09515	102.051476	58239.3622982502
201	4772.797	1448.2848	5863.334	1000.3022	5359.819	1383.4929	6218.0913	1369.4451	895.5	908.3	2009999	413.3121	111.7416	498.26187	-296.6322	413.31186	111.73815	511.8949	-204.67386	2.6753445	3.9869096	73.946556	-16.705246	-412.9276	103.1601	58620.02385401726
202	5366.425	785.2679	5760.7026	3027.463	6081.9365	72.41388	6179.1465	5977.17	1000.0	1000.0	2019999	413.94702	111.79839	498.7858	-258.18317	413.94778	111.798134	512.86346	-323.15323	2.6967354	3.9463365	94.15684	-14.607728	-413.5471	103.43433	59002.0719499588
203	4367.0273	1943.2305	5601.4365	-203.10274	5977.654	126.09646	6176.9663	5737.601	971.3	1000.0	2029999	412.79156	113.178024	497.61053	-241.23718	412.79172	113.170746	499.54327	-198.79195	2.6939871	3.9820006	71.12018	-13.84885	-412.37656	110.17677	59374.84882068634
204	4922.813	1504.0045	5707.856	752.023	6070.199	257.18277	6308.5396	5358.9443	885.9091	988.4	2039999	411.72076	116.73372	507.25583	-237.50594	411.7214	116.733116	534.35187	-235.29358	2.663608	3.9400353	87.20444	-18.34925	-411.2912	99.97905	59697.286482810974
205	5164.0117	1328.7645	5783.4326	974.7686	5956.6777	82.38348	6062.999	5771.9263	926.9091	1000.0	2049999	411.31348	118.87591	496.8536	-278.1981	411.31296	118.87575	496.08698	-278.3014	2.6639087	4.018636	128.8141	-18.276222	-410.88776	104.51277	60044.29917740822
206	5436.173	286.76868	5751.756	4661.8276	6135.0225	85.30915	6281.701	5960.7944	986.6	1000.0	2059999	411.099	120.06037	495.45627	-524.0015	411.10013	120.05872	503.41537	-281.93414	2.6724997	4.001333	126.67273	-15.47374	-410.6677	101.77777	60427.23341202736
207	4914.8633	1529.2538	5775.675	381.81564	5308.084	1301.4872	6102.3223	2124.644	888.36365	946.8	2069999	411.6257	120.427444	512.3794	-285.52188	411.62576	120.4282	507.31592	-325.80807	2.736172	4.0137997	133.56984	-15.414909	-411.22183	101.62887	60795.07184076309
208	5399.1147	434.60748	5725.6216	4172.5205	6174.461	123.1238	6431.2915	6047.46	995.3	1000.0	2079999	412.20602	120.16333	497.27725	-297.13013	412.20593	120.164955	508.9792	-257.5954	2.6883457	3.9924474	114.78673	-17.158178	-411.76703	103.58599	61163.16862463951
209	4669.184	1780.3618	5741.609	649.67004	6153.975	65.859535	6250.959	6068.8784	920.2727	1000.0	2089999	411.13788	120.59917	495.85065	-254.7923	411.13907	120.59435	500.28467	-282.233	2.7517068	4.0252037	97.14587	-15.515211	-410.7036	106.39644	61550.2372303009
210	5409.329	392.32013	5711.8647	4275.7227	5973.646	94.0295	6136.962	5856.6206	977.0	1000.0	2099999	411.07626	121.27146	497.95093	-275.13168	411.07684	121.27499	500.54022	-322.98676	2.7475355	3.9979286	118.99843	-14.467948	-410.63144	98.42865	61898.08173298836
211	5211.9873	1039.917	5687.8228	2086.1858	6191.1235	142.69006	6375.061	5898.2764	944.9091	1000.0	2109999	410.16586	124.791046	500.12766	-240.46654	410.16513	124.79539	509.01846	-269.8555	2.7567747	4.02832	100.82794	-14.946093	-409.72525	112.239624	62219.0385890007
212	3989.7812	2003.6099	5743.157	201.66106	5842.595	839.03107	6361.2476	3535.1704	749.2143	945.4	2119999	410.83218	123.4666	509.7941	-245.68022	410.83286	123.469124	509.1185	-205.98093	2.7126148	4.0915327	142.66718	-13.964235	-410.4173	102.665016	62535.62766623497
213	4558.292	1988.3186	5762.147	323.99936	6228.1494	71.55922	6321.212	6086.623	907.2	1000.0	2129999	410.4418	124.38732	499.8206	-247.19308	410.44223	124.386894	499.20056	-266.26715	2.735659	4.139786	103.1627	-13.878261	-410.00186	108.373886	62855.420457839966
214	5233.848	906.60504	5735.181	2400.3127	6058.918	144.19945	6321.039	5752.915	949.4545	992.6	2139999	410.61288	125.225075	500.27524	-254.46918	410.6129	125.22946	503.08267	-242.20494	2.7901688	4.1664233	119.008514	-13.560831	-410.17157	102.90427	63177.034120082855
215	5295.558	977.24664	5798.2246	2236.316	5292.8955	1663.8033	5945.687	307.02774	945.8182	906.9	2149999	410.68774	125.88878	500.05838	-310.27567	410.6875	125.888565	498.3053	-272.2909	2.6810615	4.096372	110.15044	-16.109978	-410.2295	101.620575	63498.57185816765
216	5640.8765	104.32637	5886.356	5490.3496	6062.6694	84.528824	6190.7993	5947.3555	1000.0	1000.0	2159999	410.39777	126.2274	508.28638	-396.78467	410.3981	126.226074	501.93378	-246.33675	2.6966367	4.08142	72.46462	-14.468601	-409.92844	109.10011	63886.75013899803
217	5323.9917	670.42896	5651.0176	3352.1335	6145.021	56.1007	6248.436	6068.4287	960.5	1000.0	2169999	410.37067	125.85697	507.6676	-252.11491	410.37152	125.858986	513.6211	-343.4453	2.643716	4.1359577	64.610855	-14.28524	-409.92703	101.9847	64277.78662323952
218	5158.8286	980.3519	5802.046	2458.8538	6031.093	115.492294	6243.3027	5893.9883	950.36365	1000.0	2179999	410.77246	124.91119	515.3166	-327.0446	410.77197	124.91181	517.7451	-232.6439	2.6980326	4.132412	105.80069	-14.695414	-410.321	102.30575	64664.45324754715
219	5209.1353	1209.9644	5790.4985	1593.1726	5700.124	91.20978	5882.0913	5587.645	928.9	1000.0	2189999	410.5971	124.62986	512.774	-298.9981	410.5984	124.629	496.05914	-252.76405	2.665808	4.0792627	157.44904	-15.8417845	-410.12946	104.57057	65040.91583442688
220	5563.1646	112.28103	5758.5586	5392.6523	5698.996	1852.4272	6478.5093	151.756	1000.0	904.3	2199999	410.69916	123.94677	529.6094	-323.94867	410.69943	123.94865	513.04584	-250.12857	2.7056465	4.112749	173.54863	-15.920664	-410.25	102.57421	65407.53578066826
221	5429.3105	577.28766	5792.1436	3646.3442	5588.5835	1610.0278	6293.193	774.5025	966.7273	914.3	2209999	410.98444	123.25137	505.07068	-386.3978	410.98483	123.247665	517.51135	-245.95445	2.7435627	4.067728	101.957	-16.249882	-410.53644	108.9228	65741.4228322506
222	5076.102	1586.0345	5854.622	84.86826	5531.3936	1730.2089	6212.6714	344.2411	912.5455	907.8	2219999	411.85992	122.63379	499.1545	-258.53796	411.86017	122.6313	511.41006	-234.88084	2.6978476	4.1373954	87.72144	-15.703177	-411.4373	100.59766	66098.80843687057
223	5606.1274	106.72225	5745.896	5364.8203	6280.234	97.427986	6433.883	6110.263	1000.0	1000.0	2229999	412.3203	122.41465	543.4104	-316.77563	412.32043	122.41339	506.89905	-332.44647	2.681946	4.1301923	142.52254	-14.522544	-411.86926	97.938866	66494.45267105103
224	4967.087	1373.9298	5734.38	1898.392	6125.874	103.593796	6277.2407	5952.922	889.8182	1000.0	2239999	412.63553	122.6029	499.18665	-224.97325	412.63654	122.60263	503.23953	-180.46956	2.704187	4.1616006	75.09268	-14.434525	-412.21707	96.01257	66871.44943785667
225	5079.255	1375.6243	5877.9424	931.52234	5926.448	411.95428	6311.2383	4783.642	925.0	979.8	2249999	413.6909	121.29212	502.48602	-360.05038	413.6902	121.293686	498.5298	-223.2056	2.71506	4.19833	126.027	-16.121813	-413.2697	98.258736	67238.30704808235
226	4916.1416	1162.6672	5787.7993	2257.7249	6150.2026	167.58327	6395.3555	5803.316	948.9	1000.0	2259999	414.71127	119.32258	508.99918	-194.43242	414.71143	119.3241	498.3151	-205.771	2.67839	4.2476773	99.796814	-16.434464	-414.33	93.599686	67577.96760773659
227	5063.158	1395.7258	5790.754	752.46857	6041.884	111.27933	6220.532	5840.6895	904.0	1000.0	2269999	416.2469	117.99604	523.1048	-303.92053	416.2476	117.995544	517.995	-455.72354	2.730254	4.2126393	81.651535	-15.012477	-415.8254	103.23016	67928.62300014496
228	5438.199	446.54944	5798.5405	4204.5386	6224.142	128.52919	6485.5264	6012.9355	969.0	1000.0	2279999	415.57687	118.90473	524.4504	-448.62347	415.57703	118.90451	531.02747	-437.11612	2.7311065	4.2930045	98.788956	-14.1171	-415.15314	106.40651	68296.56545138359
229	4860.33	1399.8892	5895.4834	2074.4568	5926.993	825.52563	6325.0605	3468.643	912.1818	957.1	2289999	417.27835	116.94505	572.6623	-230.02274	417.27795	116.94818	575.8326	-281.11456	2.8209846	4.3529706	225.77408	-13.954908	-416.89566	101.41551	68616.53305196762
230	5624.518	93.95154	5786.007	5493.4185	5996.4233	71.627884	6138.9897	5855.874	1000.0	1000.0	2299999	417.46616	117.16636	579.5152	-353.59024	417.46655	117.16516	576.56555	-263.6693	2.8808606	4.4188786	104.7327	-13.6692	-417.08594	105.51856	68940.80686664581
231	5091.9307	1672.2732	5748.3906	81.60158	6210.343	68.53174	6307.912	6079.758	903.6	1000.0	2309999	420.74884	116.251396	682.4306	-298.97012	420.7479	116.25229	681.3785	-215.81526	2.9783661	4.5856204	184.67151	-14.406055	-420.47284	109.9443	69278.80929756165
232	5383.348	821.51044	5892.984	2902.8347	5565.521	1326.6925	6252.3916	1601.7847	942.7273	929.7	2319999	426.14606	119.749084	880.53406	-360.47986	426.1451	119.7563	876.14484	-269.46872	3.0085685	4.578168	139.77786	-16.09994	-425.9249	118.28709	69636.28857254982
233	4554.2593	1978.218	5795.5156	-323.68887	3127.7417	2867.6567	6121.1006	-2322.7134	1000.0	931.2	2329999	434.24866	132.6057	995.61255	-207.32095	434.247	132.61479	983.2427	-272.45792	2.9807181	4.566771	94.12164	-14.739292	-434.1414	140.43182	70028.28214740753
234	169.89284	1686.5074	3500.5796	-1508.9795	4214.0156	3082.052	6552.935	-890.78265	928.7273	1000.0	2339999	434.78778	129.31699	953.4133	-250.73546	434.7888	129.31717	957.4856	-237.08815	2.7954907	4.31847	78.98743	-14.578909	-434.4337	132.51126	70359.25297665596
235	5430.141	140.23062	5595.8955	5147.3496	5854.781	84.855446	6012.707	5697.084	1000.0	1000.0	2349999	425.10803	118.69115	719.81824	-321.40372	425.1101	118.68925	716.9495	-372.6694	2.7564147	4.192527	102.81282	-14.40041	-424.6418	116.87531	70674.40816283226
236	4251.7935	1705.6543	5567.0425	516.3865	5998.7163	87.31	6137.015	5890.099	797.1667	1000.0	2359999	417.6681	119.50253	510.31158	-504.9193	417.6688	119.50577	512.85986	-326.83908	2.7028425	4.1869197	111.856766	-14.130941	-417.20685	109.99264	71000.44543552399
237	5488.078	136.08295	5684.0347	5293.1416	6031.097	159.75818	6307.7026	5635.3823	1000.0	1000.0	2369999	415.02582	120.103645	691.0176	-277.4749	415.02567	120.1089	700.0147	-218.70097	2.820491	4.38172	93.47118	-16.25216	-414.62134	115.99992	71329.0876262188
238	5543.225	169.98341	5771.926	5281.871	5598.617	1188.7805	6210.4067	2049.042	1000.0	935.8	2379999	412.99915	122.09116	676.34143	-326.13852	412.9981	122.096825	667.4977	-311.11673	2.6672757	4.2108374	96.64311	-15.861978	-412.55115	109.92342	71645.85912942886
239	5324.1895	564.8683	5709.779	3589.3633	6027.4297	169.99657	6220.695	5660.4614	968.9091	1000.0	2389999	410.52557	125.05952	506.77927	-288.5958	410.5259	125.059746	502.42422	-313.025	2.6196425	4.056709	114.80525	-17.064735	-410.06696	101.92725	71964.27710199356
240	5594.7173	164.06075	5884.65	5395.0747	5806.7485	619.5984	6204.489	3990.1633	1000.0	964.8	2399999	409.40594	126.94659	506.52277	-305.3864	409.40607	126.94602	499.53198	-298.77057	2.5928895	4.0953345	99.20635	-15.706496	-408.9646	98.942894	72293.57049918175
241	5546.7954	172.00755	5819.01	5260.333	6019.84	64.002365	6130.9326	5952.427	993.9	1000.0	2409999	409.12448	126.59313	504.20718	-244.92145	409.12537	126.59556	497.8514	-237.37315	2.557907	4.05772	144.96579	-14.206316	-408.7104	100.465904	72627.30819129944
242	5506.108	96.13499	5691.408	5355.9414	6144.391	137.70302	6303.4155	5922.438	1000.0	1000.0	2419999	408.6569	127.30593	500.5827	-262.4435	408.6572	127.30832	506.01352	-257.25043	2.5588036	4.1331825	146.948	-14.474439	-408.2253	99.42704	72960.91452670097
243	5602.173	92.779175	5756.245	5410.7153	5705.0806	1758.9817	6456.2812	453.69095	1000.0	903.6	2429999	408.49594	126.809006	511.61853	-501.19574	408.49512	126.81296	496.2914	-247.62173	2.6062584	4.157525	152.85764	-16.18414	-408.07666	97.72475	73310.76043391228
244	5640.227	92.85126	5787.067	5475.3516	6183.6846	71.46408	6309.723	6044.3433	1000.0	1000.0	2439999	409.13806	125.563896	514.99817	-217.83667	409.13895	125.565285	515.7636	-243.24152	2.6374333	4.1387978	116.733734	-14.458771	-408.71985	96.94004	73678.4105284214
245	4901.911	1629.5481	5675.087	128.57928	5939.522	68.45381	6056.052	5848.6934	881.9091	1000.0	2449999	410.7532	124.64706	527.38635	-298.60693	410.75372	124.649704	500.16177	-210.48854	2.6861455	4.129418	144.04129	-15.790362	-410.3683	95.45801	74053.673807621
246	5547.2163	112.21589	5672.266	5341.1655	5784.218	864.77576	6275.599	3203.6223	1000.0	956.0	2459999	411.4785	123.32921	500.33435	-267.98645	411.47894	123.33177	500.3332	-404.60715	2.5842252	4.196364	97.344826	-14.701888	-411.0844	96.46843	74411.42272758484
247	5464.0454	160.31512	5841.7246	5262.9854	6131.604	114.26042	6401.894	5970.9297	1000.0	999.1	2469999	413.9064	119.02567	503.8726	-260.1999	413.90765	119.0205	499.6101	-218.42188	2.7389295	4.4155784	127.762436	-14.197363	-413.58115	95.031784	74727.84530425072
248	5618.186	129.50912	5761.6704	5286.8755	6150.725	132.24406	6315.521	5879.1865	1000.0	1000.0	2479999	414.9485	117.78695	498.70593	-222.62852	414.9487	117.7918	498.92636	-259.39023	2.86555	4.3514447	91.53273	-15.320745	-414.58163	100.97506	75045.21514296532
249	5613.1685	173.4711	5809.2163	5293.845	5947.8413	84.4297	6046.262	5746.595	1000.0	1000.0	2489999	415.69638	117.09793	525.42993	-207.45464	415.696	117.104355	522.8972	-398.798	2.8782573	4.366156	169.35918	-14.887763	-415.3481	97.626785	75368.13749718666
250	5605.094	123.24185	5769.1934	5410.287	5477.2676	1691.3148	6249.1177	412.24753	1000.0	908.7	2499999	417.5003	114.89096	572.267	-297.2278	417.50156	114.89136	573.8722	-242.70235	2.870765	4.4065437	142.77176	-17.303682	-417.15396	97.33516	75721.92458677292
251	5128.145	1315.6757	5680.4854	983.6899	5653.8364	1418.7562	6376.411	1417.8091	926.2727	924.5	2509999	419.04953	114.67126	721.935	-226.47453	419.04993	114.672325	717.8627	-248.94444	2.9177985	4.4980407	136.84015	-14.896406	-418.7542	98.30575	76101.30584096909
252	5512.253	261.93115	5847.7036	4856.1187	6087.337	109.822334	6270.185	5913.381	1000.0	1000.0	2519999	422.4772	115.93136	805.9357	-370.57056	422.47754	115.935295	809.50385	-369.92178	3.0454662	4.6838965	98.83029	-13.966955	-422.19794	108.86268	76431.55290007591
253	4044.8484	2508.352	5661.635	-2195.1377	-2145.868	374.37823	-1365.4619	-2506.3716	980.6	1000.0	2529999	427.8109	121.35329	1689.6736	-296.70337	427.81067	121.371605	1683.6509	-286.05264	3.497273	5.361995	125.52466	-15.096632	-427.8475	147.24573	76757.66016459465
254	-1750.2341	373.02646	-1301.3832	-2519.9265	-1034.1515	192.66435	-633.52246	-1221.2098	1000.0	1000.0	2539999	440.4258	140.1291	1947.308	-285.6436	440.42682	140.13339	1916.8717	-289.17236	3.6891096	5.185257	122.76866	-17.18514	-440.3754	203.38962	77081.24267935753
255	74.72803	2147.4143	5196.0396	-1598.475	5210.698	2115.4631	6072.1694	-1129.7721	903.8182	1000.0	2549999	434.44293	124.03579	1328.6416	-429.9834	434.44266	124.039276	1329.1718	-273.96176	2.8566163	4.4911904	100.926704	-15.28479	-434.0823	133.41516	77405.99612784386
256	5117.0864	1032.3044	5688.723	1897.1283	6154.899	69.43938	6271.618	6072.324	940.8182	1000.0	2559999	427.59753	114.52365	788.8533	-364.56738	427.5972	114.52619	790.3351	-275.6238	2.698731	4.257498	80.4481	-17.379333	-427.16187	107.38052	77730.2182404995
257	5565.468	115.48151	5715.7305	5363.9985	5086.049	1946.9746	6161.3853	195.69598	1000.0	1000.0	2569999	431.36942	111.10585	910.6773	-553.5636	431.36905	111.11162	904.3952	-440.10004	2.8823984	4.531366	97.49176	-14.993802	-431.1111	112.58146	78053.11112165451
258	3254.9956	2387.9421	5859.921	-1953.6747	4970.8936	2248.4856	6146.436	-352.09308	1000.0	1000.0	2579999	435.98212	106.63542	882.69763	-322.18216	435.98196	106.63956	877.6665	-271.3586	2.7246933	4.253333	119.77643	-14.400122	-435.4854	107.4859	78374.94034981728
259	5061.2246	1123.6987	5751.463	2037.665	6006.3066	57.88247	6092.099	5895.4614	964.7	1000.0	2589999	430.07013	100.80139	573.08344	-390.13116	430.07117	100.80557	577.06976	-345.68817	2.6609275	4.130457	96.07767	-14.556433	-429.43286	99.0787	78732.78017497063
260	4799.307	1595.0903	5707.016	0.54111415	5624.0776	1552.7335	6417.5654	979.03107	910.5455	916.8	2599999	428.85718	100.76876	518.3339	-347.11087	428.85764	100.77003	512.34863	-404.93976	2.542101	4.0977592	67.6438	-14.375725	-428.2686	93.22599	79121.68584108353
261	5436.347	402.23563	5704.233	4254.601	6055.593	115.21924	6210.4893	5882.5063	976.9	1000.0	2609999	431.02032	97.19226	501.5605	-277.63763	431.02103	97.19336	500.97296	-259.9819	2.566529	4.2012324	136.32669	-16.215946	-430.3903	92.81278	79510.59881997108
262	5590.1313	138.31143	5738.8276	5365.648	6290.375	90.213066	6398.917	6103.302	1000.0	1000.0	2619999	433.75388	94.3217	524.58453	-216.41385	433.75464	94.32523	500.5562	-214.5651	2.5892744	4.1905627	71.51961	-14.889605	-433.10144	88.88365	79867.20723986626
263	4797.6733	1638.6564	5810.681	177.01134	6134.5337	641.5574	6465.0386	4230.4194	863.75	967.4	2629999	435.59164	91.71337	515.4586	-231.19289	435.59207	91.721825	526.73834	-267.30063	2.529092	4.1600966	87.96325	-17.07438	-434.8996	91.60814	80199.87684607506
264	5670.7124	208.64801	6000.6733	5326.7188	5413.1084	1434.8676	6348.6323	2405.4001	1000.0	885.1	2639999	437.43375	89.09939	500.74475	-286.1925	437.43365	89.102264	511.08508	-234.76437	2.5104237	4.082727	114.46874	-14.284747	-436.71066	86.46661	80531.57139515877
265	5004.001	1492.0367	5746.537	463.58356	6084.356	130.53082	6324.0273	5811.669	898.2727	1000.0	2649999	440.27792	86.359825	503.56146	-244.89783	440.27826	86.36286	519.49146	-228.8629	2.414872	4.104371	85.69205	-17.09948	-439.5511	90.4571	80871.10964250565
266	4845.901	1755.1211	5785.1313	347.74066	6202.2544	129.12459	6409.3228	5901.346	863.75	1000.0	2659999	443.67093	83.01353	513.40027	-222.54495	443.6717	83.01568	510.01877	-290.6422	2.3136284	4.0746326	116.8728	-16.837719	-442.9445	80.18595	81204.60053133965
267	4151.179	1983.0929	5906.9844	1052.8649	6125.883	371.5277	6378.9644	5028.338	873.0909	982.0	2669999	446.37598	80.09953	515.6716	-261.20886	446.37625	80.106674	573.2417	-298.14996	2.3028967	4.0598907	110.384865	-15.17314	-445.6337	81.87225	81538.64963150024
268	5510.3604	486.291	5888.351	4136.3555	6101.0806	107.071884	6256.1646	5900.2583	977.7	1000.0	2679999	448.42914	79.75619	507.8737	-232.05525	448.42902	79.75558	514.0458	-320.01953	2.2930017	4.1019373	119.25835	-14.086569	-447.6867	85.44905	81914.445779562
269	5213.932	1311.7034	5828.3633	1078.3859	6327.5557	114.81069	6438.2676	6044.38	929.0	1000.0	2689999	449.69904	78.14414	513.1256	-215.65926	449.69937	78.14227	513.6593	-197.05382	2.247829	4.0959463	75.5528	-15.1500225	-448.9361	81.87442	82286.11887168884
270	5098.7676	1518.7219	5719.6685	307.43497	6286.585	84.27777	6443.49	6162.3496	916.36365	1000.0	2699999	451.78323	76.1648	506.05103	-198.57887	451.78366	76.16475	528.52814	-363.2561	2.1973941	4.080393	49.40663	-14.757378	-451.02475	73.957085	82656.66245937347
271	5544.4756	132.40701	5715.5103	5235.575	6265.7725	100.13309	6360.431	6015.43	1000.0	1000.0	2709999	452.67966	75.38638	507.50894	-234.9066	452.67975	75.392685	509.7522	-255.6002	2.1793325	4.08841	48.921238	-15.000995	-451.90396	78.560974	83052.30296707153
272	4931.9907	1272.7126	5700.112	1802.4508	5735.465	1529.9426	6509.0903	1161.9633	953.63635	919.2	2719999	453.05197	75.01724	508.68057	-238.21338	453.05234	75.02413	511.9245	-261.10266	2.245948	4.0474734	52.579094	-15.715498	-452.26724	82.04787	83447.57824134827
273	4789.136	1451.8065	5800.8833	1590.2972	6306.915	87.39904	6438.5723	6164.9043	858.1818	1000.0	2729999	453.85236	74.0397	551.5429	-252.4173	453.85202	74.03882	516.54865	-253.49791	2.1660335	4.1096106	53.165962	-14.639427	-453.0888	78.6943	83845.6264386177
274	3908.1355	2201.34	5737.1875	236.8696	6199.323	71.05645	6266.9536	6072.807	707.4286	1000.0	2739999	455.06985	74.66045	509.07687	-276.33838	455.06964	74.66106	522.1077	-245.56383	2.1362152	4.1077065	49.984165	-16.548687	-454.30835	80.87458	84178.5693423748
