epoch,timestep,train_ep_len,train_ep_ret,test_ep_len,test_ep_ret,time_rem
1,10000,223.3658536585366,-74.43222195693822,1000.0,989.9223113174276,1:11:00
2,20000,369.81481481481484,-1.583012314740576,926.3,685.7758249834644,5:30:24
3,30000,486.6363636363636,37.25523627290707,1000.0,774.0565049272376,7:04:05
4,40000,534.8888888888889,106.39196094017915,1000.0,682.5190346785844,7:50:29
5,50000,740.7857142857143,176.23150808442074,1000.0,739.974096121239,8:17:34
6,60000,499.55,177.058935051437,551.6,534.7313520049183,8:32:54
7,70000,584.9375,215.45857304238496,1000.0,998.1089021169294,8:44:15
8,80000,713.2,240.9426028543844,759.1,889.3388190036616,8:53:49
9,90000,599.4375,246.6705211451595,582.5,662.2201536075384,8:59:17
10,100000,533.0555555555555,283.3508624130387,837.8,672.0798304239045,9:03:11
11,110000,656.5,331.9818915324827,801.4,768.3514890969286,9:06:22
12,120000,488.0952380952381,336.72218607845105,717.6,772.0168227248915,9:08:28
13,130000,725.0,393.10222195840277,575.0,923.1947009200258,9:09:25
14,140000,667.8125,397.1711570324155,1000.0,817.2965469637204,9:13:23
15,150000,606.2666666666667,634.292281383898,1000.0,1458.6760304324494,9:14:47
16,160000,668.6666666666666,542.7025632459967,751.3,1257.359877962908,9:15:06
17,170000,610.8823529411765,599.2948232559496,920.1,1888.3382038666564,9:18:26
18,180000,745.2857142857143,783.140609810519,984.9,1658.4430534158569,9:20:41
19,190000,720.1428571428571,1064.7062894306255,566.9,909.9181902507519,9:20:25
20,200000,711.3076923076923,755.6914782559918,781.2,1849.4486603954915,9:20:41
21,210000,707.4666666666667,1107.63589943444,911.1,2098.331760467213,9:21:19
22,220000,840.6666666666666,1297.952372790759,540.7,1463.7048562441576,9:22:07
23,230000,558.4705882352941,1110.803054116509,838.4,1923.9332917430688,9:24:48
24,240000,813.2307692307693,1801.727501295834,731.5,1872.7604929660768,9:26:46
25,250000,858.3636363636364,2000.5270318268185,579.6,1849.1565089597666,9:26:56
26,260000,581.3333333333334,1558.0656408657785,898.4,3337.832214444648,9:27:42
27,270000,838.1818181818181,2369.284829640809,729.9,2365.9561409380403,9:27:27
28,280000,837.25,2772.573465114607,969.3,3287.224369482539,9:27:46
29,290000,660.9375,1706.5743685346902,728.2,2460.2675819084393,9:27:32
30,300000,532.8333333333334,1838.967656342286,1000.0,3980.5477195820954,9:27:48
31,310000,785.6153846153846,2772.705830120249,955.0,4205.982652836397,9:29:58
32,320000,622.0,2404.8291152137317,912.1,3963.699725514528,9:30:29
33,330000,578.5882352941177,2153.852485151008,895.5,3822.7874180702893,9:30:29
34,340000,813.1538461538462,2773.0411334191303,1000.0,4665.331518449466,9:31:30
35,350000,681.7142857142857,2646.9896674887636,797.5,3410.4481109203543,9:32:21
36,360000,550.6315789473684,1969.8055713836081,761.4,2777.4106878284038,9:32:37
37,370000,758.6666666666666,2903.680580967817,812.9,3638.904401280365,9:32:42
38,380000,725.5333333333333,3091.4468672503745,801.6,3819.5761864884566,9:32:42
39,390000,846.5454545454545,3435.0434192368284,864.5,3765.8467076787397,9:32:56
40,400000,803.3846153846154,3199.708341063714,860.8,4160.994545350861,9:33:04
41,410000,950.4,4143.789143401739,1000.0,4886.534838611742,9:33:41
42,420000,888.3333333333334,3928.152926022483,763.6,3707.993170628232,9:33:49
43,430000,819.3333333333334,3221.7726391637802,825.3,3665.9008081660127,9:35:15
44,440000,1000.0,4531.949435848366,947.4,4707.313039414391,9:36:07
45,450000,791.1666666666666,3653.826861011426,915.4,4543.688324046605,9:36:32
46,460000,818.0769230769231,3365.2920508616776,1000.0,4932.687573124441,9:36:52
47,470000,771.8461538461538,3672.8151845982657,942.7,4637.719284561214,9:37:03
48,480000,893.5454545454545,4182.780699386564,902.5,4392.748787921392,9:37:24
49,490000,834.6666666666666,3239.7763190379396,1000.0,5319.860191334293,9:37:32
50,500000,850.9166666666666,3990.6087125395716,950.9,5031.4957879842805,9:37:39
51,510000,831.1666666666666,4027.5664780282345,908.3,4835.341564925892,9:37:54
52,520000,1000.0,4273.635072815441,1000.0,5232.96984599795,9:37:59
53,530000,902.7272727272727,4272.0226924118,1000.0,5410.441974902664,9:38:12
54,540000,1000.0,4557.272391115778,1000.0,5026.611435362848,9:39:11
55,550000,924.9090909090909,4505.941934004144,1000.0,5229.735923225704,9:39:15
56,560000,942.0,4716.611599968675,1000.0,5540.751634472394,9:39:31
57,570000,907.0909090909091,4594.9386163284225,919.7,4711.447280541366,9:39:49
58,580000,971.0,4820.664657778148,1000.0,5070.47602926419,9:40:10
59,590000,921.4545454545455,4202.923098701552,1000.0,5326.109456549941,9:40:21
60,600000,968.4545454545455,4887.277965561825,1000.0,5737.979063172235,9:40:52
61,610000,988.1,4864.063302661585,1000.0,5441.231071481942,9:41:28
62,620000,1000.0,5045.014661589003,1000.0,5438.6677204698535,9:42:07
63,630000,852.0909090909091,4306.531214224837,913.9,5075.886023686546,9:42:00
64,640000,942.8181818181819,4741.459654933857,1000.0,5665.517794680752,9:42:05
65,650000,995.5,4719.18763834641,1000.0,4938.607408959794,9:42:23
66,660000,936.7272727272727,4780.32379910836,1000.0,5206.14858040653,9:42:40
67,670000,964.3,4515.19761710542,1000.0,5670.720859861883,9:42:33
68,680000,949.9090909090909,4578.859306557447,920.0,4923.118946848053,9:42:53
69,690000,1000.0,5212.6130324608375,930.0,5191.562208645344,9:43:21
70,700000,1000.0,5229.592712287134,1000.0,5337.984725606051,9:43:49
71,710000,806.6666666666666,4230.86193166833,927.6,5225.039228375998,9:44:08
