epoch,train_ep_len,train_ep_ret,test_ep_len,test_ep_ret,time_rem
1,17.350877192982455,17.350877192982455,14.0,14.0,0:00:38
2,6.886524822695035,6.886524822695035,48.0,48.0,0:24:51
3,121.75,121.75,173.0,173.0,0:33:19
4,206.5,206.5,278.0,278.0,0:37:38
5,278.5,278.5,215.0,215.0,0:40:09
6,224.8,224.8,163.0,163.0,0:42:21
7,142.0,142.0,121.0,121.0,0:43:39
8,113.0,113.0,106.0,106.0,0:44:29
9,107.8,107.8,104.0,104.0,0:44:59
10,102.33333333333333,102.33333333333333,107.0,107.0,0:45:21
11,105.7,105.7,102.0,102.0,0:45:38
12,109.44444444444444,109.44444444444444,115.0,115.0,0:45:50
13,114.88888888888889,114.88888888888889,122.0,122.0,0:45:58
14,120.375,120.375,124.0,124.0,0:46:04
15,128.0,128.0,124.0,124.0,0:46:08
16,129.25,129.25,141.0,141.0,0:46:10
17,137.0,137.0,139.0,139.0,0:46:12
18,144.14285714285714,144.14285714285714,143.0,143.0,0:46:12
19,155.33333333333334,155.33333333333334,181.0,181.0,0:46:12
20,184.0,184.0,206.0,206.0,0:46:10
21,315.0,315.0,1000.0,1000.0,0:46:11
22,875.0,875.0,226.0,226.0,0:46:08
23,204.4,204.4,236.0,236.0,0:46:05
24,205.8,205.8,177.0,177.0,0:46:01
25,180.83333333333334,180.83333333333334,180.0,180.0,0:45:57
26,180.4,180.4,147.0,147.0,0:45:52
27,169.33333333333334,169.33333333333334,199.0,199.0,0:45:47
28,171.5,171.5,175.0,175.0,0:45:41
29,168.83333333333334,168.83333333333334,169.0,169.0,0:45:36
30,154.85714285714286,154.85714285714286,142.0,142.0,0:45:30
31,145.66666666666666,145.66666666666666,136.0,136.0,0:45:24
32,132.375,132.375,136.0,136.0,0:45:17
33,136.28571428571428,136.28571428571428,126.0,126.0,0:45:10
34,135.0,135.0,138.0,138.0,0:45:04
35,142.42857142857142,142.42857142857142,140.0,140.0,0:44:57
36,151.83333333333334,151.83333333333334,162.0,162.0,0:44:50
37,168.66666666666666,168.66666666666666,177.0,177.0,0:44:44
38,181.83333333333334,181.83333333333334,159.0,159.0,0:44:37
39,174.6,174.6,220.0,220.0,0:44:29
40,221.2,221.2,275.0,275.0,0:44:22
41,291.0,291.0,367.0,367.0,0:44:14
42,386.5,386.5,465.0,465.0,0:44:07
43,835.0,835.0,1000.0,1000.0,0:44:00
44,575.0,575.0,1000.0,1000.0,0:43:54
45,1000.0,1000.0,1000.0,1000.0,0:43:47
46,1000.0,1000.0,1000.0,1000.0,0:43:39
